outlet_title,average_rating,total_reviews,city,state,country_code,pincode,phone,street_address,latitude,longitude,google_maps_url,is_active
Barbeque Nation - Faridabad- Mansha Vega Street,3.7,146,Faridabad,Haryana,IN,121002,+91 80 6902 8734,"2ND FLOOR, MANSHA VEGA STREET, SCO-01",28.3885414,77.3546085,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Faridabad-%20Mansha%20Vega%20Street&query_place_id=ChIJC9K6NZvdDDkRG_Kjs57eYXY,True
Barbeque Nation,4.3,2323,Faridabad,Haryana,IN,121002,+91 80 6902 8734,"2nd Floor, Eros Ef3 Mall, Metro Station, opposite Old",28.4075009,77.3103016,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJN61X5bXdDDkRZFVLewrH-xU,True
Barbeque Nation,4.4,3162,Amritsar,Punjab,IN,143001,+91 80 6902 8702,"SGK Tower, Plot no. 77, Mall Rd, near Income Tax Office",31.642799,74.8659942,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ33DzZqRkGTkR3yca6-fGD5s,True
Barbeque Nation - Mysuru - BM Habitat Mall,4.3,5113,Mysuru,Karnataka,IN,570012,+91 80 6902 8721,"GROUND FLOOR, BM Habitat Mall, Mangalore - Mysore Hwy",12.3213811,76.6207831,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mysuru%20-%20BM%20Habitat%20Mall&query_place_id=ChIJrQbM-5J6rzsRtaMQjALd5MI,True
Barbeque Nation,4.3,0,Tiruppur,Tamil Nadu,IN,641604,N/A,"39Q7+4C2, opposite to Vimal Pumps",11.08786,77.363437,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJT2RiFgAHqTsRvRbPywuxpSw,True
Barbeque Nation - Bareilly - Civil Lines,4.4,4074,Bareilly,Uttar Pradesh,IN,243001,+91 80 6902 8713,"3rd Floor, No 35, Civil Lines, 1/3, NH-24, above Tanishq Showroon",28.3482326,79.4236006,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bareilly%20-%20Civil%20Lines&query_place_id=ChIJJ4D6dtYAoDkRVtGcNrHTda8,True
Barbeque Nation,4.3,5535,"New Delhi, Delhi",Delhi,IN,110034,+91 80 6902 8719,"No 101 & 102, Aggarwal Corporate Heights, Plot No A7",28.6923664,77.151707,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJKwNrXTMCDTkRcAuJJrEup1I,True
Barbeque Nation - Cuttack - Dargha Bazaar,4.4,948,Cuttack,Odisha,IN,753001,+91 80 6902 8731,"Upper Ground Floor, Netaji Subhas Chandra Bose Arcade – Old Jail complex",20.4679064,85.8689684,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Cuttack%20-%20Dargha%20Bazaar&query_place_id=ChIJa-lduugNGToRlKlwpr1UfDQ,True
Barbeque Nation - Panipat - Mitall's Mega Mall,4.1,324,Panipat,Haryana,IN,132104,+91 80 3520 2222,Shop No. S-12A to S-17A 2nd Floor Mittal's Mega Mall,29.3762025,76.9836135,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Panipat%20-%20Mitall's%20Mega%20Mall&query_place_id=ChIJfTxTH4bbDTkRnXk7-npXnJU,True
Barbeque Nation,3.8,5,Gurugram,Haryana,IN,122101,+91 92892 35111,M3M IFC,28.405053,77.058054,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJGSKlXAAjDTkRqU9TtSBerVQ,True
Barbeque Nation,4.3,2694,Patna,Bihar,IN,800014,+91 80 6902 8730,"Shiv Mandir, 5th Floor, Durga Infinity, Khajpura, Baily Road, Pilar No-27, beside Khajpura",25.6050918,85.0785974,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJLQTnRyBX7TkRWhH8AdH99k8,True
Barbeque Nation,3.8,1046,Bengaluru,Karnataka,IN,560095,+91 80 6902 8722,"1st floor, 118, 80 Feet Rd, below Bodyworks Spa",12.9355492,77.6141518,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJF4wVjt8VrjsRvHPiqvRz8OU,True
Barbeque Nation,5.0,1,Udaipur,Rajasthan,IN,313004,+91 80 6902 8721,"3rd Floor, The Celebration Mall, NH-8",24.5913427,73.6940877,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJAQAAkHPlZzkRgHSi40zysrk,True
