outlet_title,average_rating,total_reviews,street_address,city,state,country_code,pincode,phone,category_name,website,google_maps_url,latitude,longitude,placeId,cid,is_active,extracted_at
Barbeque Nation - Mumbai - Belapur,4.4,10066.0,"G 006, Plot No. 65, Ground Floor, Sharda Terraces",Navi Mumbai,Maharashtra,IN,400614,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/belapur?utm_source=GMB&utm_medium=mumbai_belapur&utm_campaign=GMB_mumbai_belapur,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Belapur&query_place_id=ChIJ25O3oqzD5zsR8MCLxAuyGwY,19.0143992,73.0387233,ChIJ25O3oqzD5zsR8MCLxAuyGwY,440141152210632944,True,2026-07-26 14:26:06
"Barbeque Nation - Xperia Mall, Dombivli",4.5,1065.0,"3rd Floor Lodha Xperia Mall, Kalyan - Shilphata Rd Palava","Dombivli, Mumbai",Maharashtra,IN,421204,+91 80 6405 8002,Barbecue restaurant,https://barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Xperia%20Mall%2C%20Dombivli&query_place_id=ChIJXVGT4V6_5zsRt0mAd0Z4JRA,19.1656494,73.0752599,ChIJXVGT4V6_5zsRt0mAd0Z4JRA,1163468322793081271,True,2026-07-26 14:26:06
Barbeque Nation - Navi Mumbai - Nerul,4.3,7036.0,"First Floor, Plot # 20, Beverley Park, Sector 6, Palm Beach Rd, above HDFC Bank",Navi Mumbai,Maharashtra,IN,400706,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/nerul?utm_source=GMB&utm_medium=mumbai_nerul&utm_campaign=GMB_mumbai_nerul,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Navi%20Mumbai%20-%20Nerul&query_place_id=ChIJUftNROTD5zsROU7jeFo2N60,19.0436179,73.0089182,ChIJUftNROTD5zsROU7jeFo2N60,12481504654483738169,True,2026-07-26 14:26:06
Barbeque Nation,4.3,1598.0,"9th Floor, Sayaji Hotel, 2104/15, E Ward, Old Pune-Bangalore Hwy",Kolhapur,Maharashtra,IN,416005,+91 91300 62161,Barbecue restaurant,https://sayajihotels.com/sayaji-kolhapur/restaurant/all#barbeque-nation,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJE0kT_kYAwTsR4Jqa1vWh8IY,16.7037507,74.2502546,ChIJE0kT_kYAwTsR4Jqa1vWh8IY,9723449672732416736,True,2026-07-26 14:26:06
Barbeque Nation - Hubballi,4.3,3688.0,"2nd floor, Venkatagiri Plaza, Gokul Rd, opp. Oasis Mall",Hubballi,Karnataka,IN,580030,+91 80 6902 8782,Barbecue restaurant,https://www.barbequenation.com/restaurants/hubballi/gokul-road?utm_source=GMB&utm_medium=hubballi_gokul_road&utm_campaign=GMB_hubballi_gokul_road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hubballi&query_place_id=ChIJLeHfzyDXuDsR3se64ZoBdL4,15.3507128,75.1101451,ChIJLeHfzyDXuDsR3se64ZoBdL4,13723595729228449758,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Worli,4.3,9777.0,"4th Floor, Atria-The Millennium Mall, Dr Annie Besant Rd",Mumbai,Maharashtra,IN,400018,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/worli?utm_source=GMB&utm_medium=mumbai_worli&utm_campaign=GMB_mumbai_worli,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Worli&query_place_id=ChIJf1dhQIbO5zsR2Dk8FzQZyek,18.9912457,72.8144358,ChIJf1dhQIbO5zsR2Dk8FzQZyek,16846023592674867672,True,2026-07-26 14:26:06
Barbeque Nation Mumbai Kurla,4.3,4663.0,"Unit S - 49 , 50, Lal Bahadur Shastri Marg",Mumbai,Maharashtra,IN,400070,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/kurla-west?utm_source=GMB&utm_medium=mumbai_kurla&utm_campaign=GMB_mumbai_kurla,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Mumbai%20Kurla&query_place_id=ChIJE81GBI3I5zsR_WbE_9mCe4o,19.0862367,72.8888219,ChIJE81GBI3I5zsR_WbE_9mCe4o,9978713272180041469,True,2026-07-26 14:26:06
Barbeque Nation - BKC Trade Center,4.0,1860.0,"Ground Floor, Trade Centre Bkc, 309",Mumbai,Maharashtra,IN,400098,+91 80 6405 8002,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20BKC%20Trade%20Center&query_place_id=ChIJ36H6wH_J5zsRvRXnivhPlUM,19.0727047,72.8709086,ChIJ36H6wH_J5zsRvRXnivhPlUM,4869886500971943357,True,2026-07-26 14:26:06
"Barbeque Nation - Mumbai - Times Square, Sakinaka",4.2,8532.0,"Times Square, 3, Ground Tower A Time Square Building Andheri - Kurla Road Sakinaka",Mumbai,Maharashtra,IN,400044,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Times%20Square%2C%20Sakinaka&query_place_id=ChIJufAK2mzI5zsR0gOEoEPuI4U,19.1081558,72.8841001,ChIJufAK2mzI5zsR0gOEoEPuI4U,9593773605452514258,True,2026-07-26 14:26:06
"Barbeque Nation - Mindspace Fusion, Airoli",4.2,250.0,"MINDSPACE AIROLI EAST, Mind Space Fusion FNB, 9 & 10, Airoli Knowledge Park Rd",Navi Mumbai,Maharashtra,IN,400708,+91 80 6405 8002,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mindspace%20Fusion%2C%20Airoli&query_place_id=ChIJYcE4Tum55zsR8L_1JvRWvJY,19.1607519,73.0007171,ChIJYcE4Tum55zsR8L_1JvRWvJY,10861652007936442352,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Ghodbunder Road,4.3,7389.0,"4th Floor, Rosa Vista Maharashtra State Highway 42 opposite suraj Water Park Kavesar, Thane West Thane, Ghodbunder Rd","Mumbai, Thane",Maharashtra,IN,400615,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/ghodbandar-road?utm_source=GMB&utm_medium=mumbai_ghodbandar_road&utm_campaign=GMB_mumbai_ghodbandar_road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Ghodbunder%20Road&query_place_id=ChIJlaFtIZW75zsRuiYYCaRchdA,19.2558267,72.9716863,ChIJlaFtIZW75zsRuiYYCaRchdA,15025517591388497594,True,2026-07-26 14:26:06
Barbeque Nation - Hyderabad - Miyapur,4.1,1688.0,"part, 4th floor, Gsm Mall, survey no.99 part A & 100, opp. to My Home Jewels Apartments","Miyapur, Hyderabad",Telangana,IN,500049,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Miyapur&query_place_id=ChIJfTXgAFKTyzsR69kDPPdfQoQ,17.4960923,78.3355025,ChIJfTXgAFKTyzsR69kDPPdfQoQ,9530285276937837035,True,2026-07-26 14:26:06
Barbeque Nation,4.1,1095.0,"in Plot No.2, in Phase 1 of Hyberabad, C9MJ+WXX Shop No.4 & 6, part of Unit 2B, No.83/1, Knowledge City Rd",Hyderabad,Telangana,IN,500032,+91 80 6405 8003,Buffet restaurant,https://www.barbequenation.com/restaurants/amritsar/SalarpuriaSattvaKnowledgeCity,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJxc5yBACTyzsR61Ldj_HoqW4,17.4350241,78.3826217,ChIJxc5yBACTyzsR61Ldj_HoqW4,7974160739434582763,True,2026-07-26 14:26:06
Dumsafar Biryani by Barbeque Nation - Banjara Hill,3.7,3.0,"3 5, 1st Floor, ANR Centre, Road No.1 Plot No.6, 249, Road No. 1",Hyderabad,Telangana,IN,500034,+91 70241 73288,Biryani restaurant,https://www.barbequenation.com/restaurants/hyderabad/banjara-hills,https://www.google.com/maps/search/?api=1&query=Dumsafar%20Biryani%20by%20Barbeque%20Nation%20-%20Banjara%20Hill&query_place_id=ChIJB0LoCuKXyzsRhVPueJY5JVo,17.4152102,78.4503027,ChIJB0LoCuKXyzsRhVPueJY5JVo,6495661355988571013,True,2026-07-26 14:26:06
Barbeque Nation - Hyderabad - AS Rao Nagar,4.3,5927.0,"3rd Floor, RD Mall, Plot No A3, next to Poulami Hospital",Secunderabad,Telangana,IN,500062,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/as-rao-nagar?utm_source=GMB&utm_medium=hyderabad_as_rao_nagar&utm_campaign=GMB_hyderabad_as_rao_nagar,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20AS%20Rao%20Nagar&query_place_id=ChIJYd1G9pWbyzsRpNpnXQ3793o,17.4824624,78.5531081,ChIJYd1G9pWbyzsRpNpnXQ3793o,8860826826694974116,True,2026-07-26 14:26:06
Barbeque Nation - Kadapa,4.6,1405.0,"3rd Floor RSR Square Mall, Sandhya Circle, 1/700, Railway Station Rd",Kadapa,Andhra Pradesh,IN,516001,+91 80 6263 9001,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kadapa&query_place_id=ChIJZdjp9ClzszsRlpWUebyU0Qw,14.4633896,78.8235411,ChIJZdjp9ClzszsRlpWUebyU0Qw,923682935802205590,True,2026-07-26 14:26:06
Dumsafar Biryani by Barbeque Nation- ABIDS,5.0,3.0,"3Rd Floor, City Plaza Building, opposite St. George Grammar School",Hyderabad,Telangana,IN,500001,+91 70241 73288,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/city-plaza-building-abids,https://www.google.com/maps/search/?api=1&query=Dumsafar%20Biryani%20by%20Barbeque%20Nation-%20ABIDS&query_place_id=ChIJJ2tL8LmZyzsRfjZbTUAPYdI,17.392292,78.475965,ChIJJ2tL8LmZyzsRfjZbTUAPYdI,15159414589555947134,True,2026-07-26 14:26:06
Barbeque Nation,4.2,8310.0,"2nd Floor, Korum Mall, Mangal Pandey Road Near Cadbury Compound, Eastern Express Hwy",Thane,Maharashtra,IN,400606,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/korum-mall?utm_source=GMB&utm_medium=mumbai_korum_mall&utm_campaign=GMB_mumbai_korum_mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJoQV1aBq55zsRNP51HJE9S0s,19.2029367,72.9651819,ChIJoQV1aBq55zsRNP51HJE9S0s,5425497869554941492,True,2026-07-26 14:26:06
Barbeque Nation Fun Republic,4.2,1397.0,"6th Floor Fun Republic Mall, New Link Rd",Mumbai,Maharashtra,IN,400053,+91 80 6902 8718,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/FunRepublic,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Fun%20Republic&query_place_id=ChIJ27LB6fO35zsRLwxkS57dmEw,19.134979,72.8330266,ChIJ27LB6fO35zsRLwxkS57dmEw,5519405015281962031,True,2026-07-26 14:26:06
Barbeque Nation - Malad,3.7,94.0,"2nd floor, Inorbit Mall, 21/A, New Link Rd",Mumbai,Maharashtra,IN,400064,+91 80 6405 8002,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Malad&query_place_id=ChIJAx1b8O235zsRaTFzQ2Al-Dk,19.1732589,72.8362121,ChIJAx1b8O235zsRaTFzQ2Al-Dk,4177129749764845929,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Virar,4.2,5892.0,"3rd Floor, Yashwant Square Building, By Pass Road, above Big Bazaar Village Dongre","Mumbai, Vasai-Virar",Maharashtra,IN,401303,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/virar?utm_source=GMB&utm_medium=mumbai_virar&utm_campaign=GMB_mumbai_virar,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Virar&query_place_id=ChIJ0wtNa4qp5zsRNpiQVHESCrA,19.4650436,72.8051278,ChIJ0wtNa4qp5zsRNpiQVHESCrA,12684971578401790006,True,2026-07-26 14:26:06
Barbeque Nation,2.3,6.0,"Unit No 1 &2, Ground Floor, C Wing Naka Metro Station, Time Square, Sakinaka, near Marol",Mumbai,Maharashtra,IN,400093,+91 80 6902 8721,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/times-square-sakinaka,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ____Pz3I5zsR71RaNnRLXEQ,19.117753,72.8737017,ChIJ____Pz3I5zsR71RaNnRLXEQ,4925895054936659183,True,2026-07-26 14:26:06
"Barbeque Nation- Vile Parle East, Mumbai",4.4,951.0,"2nd Floor, Trinity Square, Shyam Kamal Rd",Mumbai,Maharashtra,IN,400057,+91 80 6405 8002,Restaurant,https://www.barbequenation.com/restaurants/ParleSquareMallVileParleEast,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Vile%20Parle%20East%2C%20Mumbai&query_place_id=ChIJVzxsgFvJ5zsRFgkHhiyafrw,19.1002164,72.845686,ChIJVzxsgFvJ5zsRFgkHhiyafrw,13582463042213841174,True,2026-07-26 14:26:06
Barbeque Nation - Mohali - Sector 59,4.5,7304.0,"SC0 5&6, Mohali Stadium Rd",Sahibzada Ajit Singh Nagar,Punjab,IN,160059,+91 80 6902 8715,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mohali%20-%20Sector%2059&query_place_id=ChIJU_7sJmfuDzkRYyNCOTDuwQ4,30.7162447,76.7160594,ChIJU_7sJmfuDzkRYyNCOTDuwQ4,1063392877922624355,True,2026-07-26 14:26:06
Barbeque Nation - Mall Of Dehradun,4.9,2320.0,"3rd Floor, Mall Of Dehradun, Rishikesh Road","Mohkam Pur Khurd, Dehradun",Uttarakhand,IN,248005,+91 80 6902 8714,Restaurant,https://www.barbequenation.com/restaurants/dehradun/Mall-of-Dehradun,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mall%20Of%20Dehradun&query_place_id=ChIJb0SxqVcpCTkR2iD1mOyjMTU,30.266685,78.082382,ChIJb0SxqVcpCTkR2iD1mOyjMTU,3833024994442813658,True,2026-07-26 14:26:06
"Barbeque Nation - Nirwana Square One, Kharar",4.4,694.0,"SCO 1-4,First Floor, Nirwana Square One, Block- A , Kharar - Kurali Road, 3","Khanpur, Kharar",Punjab,IN,140301,+91 80 6902 8715,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Nirwana%20Square%20One%2C%20Kharar&query_place_id=ChIJpz9OUon7DzkRDoEZkVInXb4,30.7659458,76.6269732,ChIJpz9OUon7DzkRDoEZkVInXb4,13717163275615568142,True,2026-07-26 14:26:06
Barbeque Nation - Vellore,4.1,5061.0,"1st Floor, Door No 16/1, Officers Line, Anna Salai, next to Reliance Trends",Vellore,Tamil Nadu,IN,632001,+91 80 6902 8748,Barbecue restaurant,https://www.barbequenation.com/restaurants/vellore/anna-salai?utm_source=GMB&utm_medium=Vellore&utm_campaign=GMB_Vellore,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Vellore&query_place_id=ChIJfTOuhN04rTsRFHGJOnBGXQA,12.908926,79.131692,ChIJfTOuhN04rTsRFHGJOnBGXQA,26254620666458388,True,2026-07-26 14:26:06
Barbeque Nation,4.3,4424.0,"4th floor, Dr. Agarwals Eye Hospital, 19-4-8/14, Air Bypass Rd, near Passport office",Tirupati,Andhra Pradesh,IN,517501,+91 80 6902 8741,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ6zqdhfVLTToRYLCuyAuAWzw,13.622596,79.4289512,ChIJ6zqdhfVLTToRYLCuyAuAWzw,4349210653256233056,True,2026-07-26 14:26:06
Barbeque Nation - Lulu Global Mall,4.2,1168.0,"Lower Ground Floor, Lulu Global Mall, No 19/2, Unit No LGF 02, 03 & 04",Bengaluru,Karnataka,IN,560023,+91 80 6405 8001,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Lulu%20Global%20Mall&query_place_id=ChIJ3QGUJHIXrjsRNesn2_KGLzc,12.9817961,77.5632012,ChIJ3QGUJHIXrjsRNesn2_KGLzc,3976545373608471349,True,2026-07-26 14:26:06
"Barbeque Nation - Garuda Mall, Magrath Road",1.0,1.0,"4th floor, 56, Garuda mall, Commissariat Rd",Bengaluru,Karnataka,IN,560025,+91 80 6405 8001,Restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Garuda%20Mall%2C%20Magrath%20Road&query_place_id=ChIJZ6irvSYVrjsRxp5IyfGEhvY,12.9701033,77.6099344,ChIJZ6irvSYVrjsRxp5IyfGEhvY,17764031954208464582,True,2026-07-26 14:26:06
Barbeque Nation - Kanakpura Road,4.3,2794.0,"3rd floor, #5 & 6, Doddakallasandra Village, Kanakapura Main Rd",Bengaluru,Karnataka,IN,560062,+91 80 6405 8001,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kanakpura%20Road&query_place_id=ChIJu-CoRKs_rjsRE-6uOfXfcOI,12.8829812,77.548764,ChIJu-CoRKs_rjsRE-6uOfXfcOI,16316787694291054099,True,2026-07-26 14:26:06
Barbeque Nation- Nungambakkam,4.0,5211.0,"No 5 & 3, 2nd Floor, Bergamo Mall, Khader Nawaz Khan Rd","Chennai, Greater Chennai",Tamil Nadu,IN,600006,+91 80 6902 8724,North Indian restaurant,https://www.barbequenation.com/restaurants/chennai/nungambakkam?utm_source=GMB&utm_medium=chennai%2Fnungambakkam&utm_campaign=GMB_chennai%2Fnungambakkam,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Nungambakkam&query_place_id=ChIJW_BsWmpmUjoRC9cGfUyljmU,13.0607369,80.2511891,ChIJW_BsWmpmUjoRC9cGfUyljmU,7317968192457332491,True,2026-07-26 14:26:06
Barbeque Nation- Whitefield,4.2,10713.0,"1F, 01, Whitefield Main Rd",Bengaluru,Karnataka,IN,560066,+91 80 6405 8001,Barbecue restaurant,https://www.barbequenation.com/restaurants/bangalore/whitefield-itpl,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Whitefield&query_place_id=ChIJB5Jt4-QRrjsRA8qETMLQX0Q,12.9871338,77.7368844,ChIJB5Jt4-QRrjsRA8qETMLQX0Q,4926886050292615683,True,2026-07-26 14:26:06
UBQ By Barbeque Nation,2.7,147.0,"1, 8th Main Rd",Bengaluru,Karnataka,IN,560068,,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=UBQ%20By%20Barbeque%20Nation&query_place_id=ChIJh3NlKuUVrjsRKDVJGhSz9U4,12.9087433,77.6285479,ChIJh3NlKuUVrjsRKDVJGhSz9U4,5689650603174212904,True,2026-07-26 14:26:06
Barbeque Nation - Kochi,4.3,8205.0,"6th Floor Imperiaal Trade Center, Mahatma Gandhi Rd",Ernakulam,Kerala,IN,682035,+91 80 6902 8706,Barbecue restaurant,https://www.barbequenation.com/restaurants/ernakulam/kochi?utm_source=GMB&utm_medium=kochi&utm_campaign=GMB_kochi,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kochi&query_place_id=ChIJneH9IVANCDsRNJFSaCMFduA,9.9828617,76.2820456,ChIJneH9IVANCDsRNJFSaCMFduA,16174120761379950900,True,2026-07-26 14:26:06
Barbeque Nation - Vadodara - Cine Mall,4.4,10983.0,"3rd Floor Cinemall, Near Natubhai Circle, Race Course Rd",Vadodara,Gujarat,IN,390007,+91 80 6902 8721,Barbecue restaurant,https://www.barbequenation.com/restaurants/vadodara/cinemall?utm_source=GMB&utm_medium=vadodara&utm_campaign=GMB_vadodara,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Vadodara%20-%20Cine%20Mall&query_place_id=ChIJKUhqf73IXzkRox7AgorhYFI,22.3107851,73.1587929,ChIJKUhqf73IXzkRox7AgorhYFI,5935992293889679011,True,2026-07-26 14:26:06
Barbeque Nation - Rajkot - Crystal Mall,4.5,2565.0,"Crystal Mall Rajkot, 3rd Floor, Kalavad Rd",Rajkot,Gujarat,IN,360005,+91 80 6902 8773,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Rajkot%20-%20Crystal%20Mall&query_place_id=ChIJOcFNQMvLWTkRKPPyxpEms6s,22.2798171,70.7630298,ChIJOcFNQMvLWTkRKPPyxpEms6s,12372275008866808616,True,2026-07-26 14:26:06
Barbeque Nation - Ahmedabad - Nikol,4.5,604.0,"First Floor, Hill town plaza, Shop No, 109, 110, 111, 112, 113, 114, Sardar Patel Ring Rd",Ahmedabad,Gujarat,IN,380049,+91 80 6902 8770,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Nikol&query_place_id=ChIJAysBFhKHXjkRIEQhSgKId1Y,23.0383545,72.6773549,ChIJAysBFhKHXjkRIEQhSgKId1Y,6230598152905376800,True,2026-07-26 14:26:06
Barbeque Nation - Ahmedabad - Satya One,4.3,3901.0,"SATYA ONE, 1st Floor, Drive In Rd, opp. Manav Mandir",Ahmedabad,Gujarat,IN,380052,+91 80 6902 8721,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Satya%20One&query_place_id=ChIJ-41T_X2FXjkRNdpI9fEp-XY,23.0455766,72.5403016,ChIJ-41T_X2FXjkRNdpI9fEp-XY,8572929484855499317,True,2026-07-26 14:26:06
Barbeque Nation - Visakhapatnam - Madhuruwada,4.3,1313.0,"3rd Floor, Arena Building, 100 Feet Rd, adjacent to Mango Hero Showroom",Madhuravada,Andhra Pradesh,IN,530041,+91 80 6902 8744,North Indian restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Visakhapatnam%20-%20Madhuruwada&query_place_id=ChIJPa7aabVbOToRRmNsMXq7Iw8,17.8040631,83.3581364,ChIJPa7aabVbOToRRmNsMXq7Iw8,1090921668243383110,True,2026-07-26 14:26:06
Barbeque Nation - Indore - Treasure Island Mall,4.3,2668.0,"TI Mall, 3rd, 11, Mahatma Gandhi Rd",Indore,Madhya Pradesh,IN,452001,+91 80 6902 8754,Restaurant,https://www.barbequenation.com/restaurants/indore/restaurants-near-me-indore?utm_source=GMB&utm_medium=Indore&utm_campaign=GMB_Indore,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Indore%20-%20Treasure%20Island%20Mall&query_place_id=ChIJk2FRchL9YjkRhSeLXrCucPQ,22.7213298,75.8785573,ChIJk2FRchL9YjkRhSeLXrCucPQ,17613770215169664901,True,2026-07-26 14:26:06
Barbeque Nation - Ferozpur Road - Ludhiana,4.4,5896.0,"2nd Floor, Dhanraj Sing Complex Gate No. 1 Ferozpur Road, Gate Number 1 Rd, near Punjab Agricultural University",Ludhiana,Punjab,IN,141001,+91 80 6902 8755,Barbecue restaurant,https://www.barbequenation.com/restaurants/ludhiana/ferozepur-road?utm_source=GMB&utm_medium=ludhiana_ferozepur_road&utm_campaign=GMB_ludhiana_ferozepur_road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ferozpur%20Road%20-%20Ludhiana&query_place_id=ChIJWZ2DztCDGjkRo0p4e21mMng,30.8961971,75.8136465,ChIJWZ2DztCDGjkRo0p4e21mMng,8661097653795834531,True,2026-07-26 14:26:06
Barbeque Nation - Ghaziabad-Eros Market Place,4.2,184.0,"UNIT NO 01, UPPER GROUND FLOOR, EROS MARKET PLACE, PLOT NO 2, opposite DPS",Ghaziabad,Uttar Pradesh,IN,201010,+91 80 6902 8734,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ghaziabad-Eros%20Market%20Place&query_place_id=ChIJDaoM9HX7DDkRbPtMrefkhXM,28.6472511,77.3747358,ChIJDaoM9HX7DDkRbPtMrefkhXM,8324311169960311660,True,2026-07-26 14:26:06
Barbeque nation,3.5,4.0,8HGG+CF3,Jalandhar,Punjab,IN,144001,,Buffet restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20nation&query_place_id=ChIJjVzccABbGjkRwC80G67TVDQ,31.3260152,75.5761829,ChIJjVzccABbGjkRwC80G67TVDQ,3770871532750122944,True,2026-07-26 14:26:06
Barbeque Nation - Bhopal - Virasha,4.3,4399.0,"STC, 3rd Floor Virasha",Bhopal,Madhya Pradesh,IN,462039,+91 80 6902 8753,Barbecue restaurant,https://www.barbequenation.com/restaurants/bhopal/bhopal?utm_source=GMB&utm_medium=bhopal&utm_campaign=GMB_bhopal,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bhopal%20-%20Virasha&query_place_id=ChIJCe7WfMxDfDkRKF98Ep1tIV8,23.1795432,77.4380286,ChIJCe7WfMxDfDkRKF98Ep1tIV8,6854880629222039336,True,2026-07-26 14:26:06
Barbeque Nation - Ahluwalia's The Great mall - Kota,4.5,1817.0,"Alhuwalita the great Mall of Kota "" DMC, Road Unit no, S-5 S-6, S-7, S-8 2nd Floor",Kota,Rajasthan,IN,324007,+91 80 6902 8759,Barbecue restaurant,https://www.barbequenation.com/restaurants/kota/great-mall-of-kota,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahluwalia's%20The%20Great%20mall%20-%20Kota&query_place_id=ChIJRSvhUjKFbzkRayLnV_VNAJM,25.1620273,75.8632846,ChIJRSvhUjKFbzkRayLnV_VNAJM,10592552039712498283,True,2026-07-26 14:26:06
Barbeque Nation - Jagat Mall,4.4,1607.0,"3rd Floor, Jagat Mall, Gorakhpur Rd",Jabalpur,Madhya Pradesh,IN,482001,+91 80 6902 8712,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jagat%20Mall&query_place_id=ChIJL3a2pDKtgTkRwhNxltcZ2_E,23.1524184,79.9338365,ChIJL3a2pDKtgTkRwhNxltcZ2_E,17427551596772922306,True,2026-07-26 14:26:06
"Barbeque Nation - MGF Metropolitan Mall, Gurugram",4.6,71.0,"GROUND FLOOR, MGF Metropolitan Mall, Shop No GF FC 06, 07, 07A, 08, 09 & 10, Mehrauli-Gurgaon Rd","Gurugram, Sarhol",Haryana,IN,122009,+91 92173 46776,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20MGF%20Metropolitan%20Mall%2C%20Gurugram&query_place_id=ChIJKwdDJ_0ZDTkRRtlCVfGvokE,28.4809085,77.0802798,ChIJKwdDJ_0ZDTkRRtlCVfGvokE,4729536009744865606,True,2026-07-26 14:26:06
